Building_Class,Zoning_Class,Lot_Size,Property_Shape,Land_Outline,Lot_Configuration,Neighborhood,Condition1,House_Type,House_Design,Roof_Design,Roof_Quality,Exterior1st,Exterior2nd,Brick_Veneer_Area,Exterior_Material,Exterior_Condition,Foundation_Type,Basement_Height,Basement_Condition,Exposure_Level,BsmtFinType1,BsmtFinSF2,Heating_Quality,Air_Conditioning,Electrical_System,LowQualFinSF,Underground_Full_Bathroom,Underground_Half_Bathroom,Half_Bathroom_Above_Grade,Kitchen_Quality,Functional_Rate,Fireplaces,Garage,Garage_Finish_Year,Garage_Quality,Garage_Condition,Pavedd_Drive,W_Deck_Area,Open_Lobby_Area,Enclosed_Lobby_Area,Three_Season_Lobby_Area,Screen_Lobby_Area,Pool_Area,Miscellaneous_Value,Sale_Type,Sale_Condition,Sale_Price
20,RLD,8475,IR1,Lvl,I,NAmes,Norm,1Fam,1Story,Gable,SS,VinylSd,VinylSd,0.0,TA,TA,CB,TA,TA,No,ALQ,0,Ex,Y,FuseA,0,0,0,0,TA,TF,0,Detchd,Unf,TA,TA,Y,74.82001692,33.989246,7.690373794,0,0,0,0,WD,Normal,135750
50,RMD,8635,Reg,Lvl,I,BrkSide,Norm,1Fam,1.5Fin,Gable,SS,Wd Sdng,Wd Sdng,0.0,TA,TA,CB,TA,TA,No,BLQ,41,TA,Y,SBrkr,0,1,0,0,TA,MD1,0,Detchd,Unf,TA,TA,Y,51.79441366,91.4042926,67.46639572,0,0,0,0,WD,Normal,127000
90,RLD,10778,Reg,Lvl,I,Sawyer,Norm,Duplex,1Story,Hip,SS,HdBoard,HdBoard,0.0,TA,TA,CB,TA,TA,No,Unf,0,TA,N,SBrkr,0,0,0,0,TA,TF,0,Attchd,Unf,TA,TA,Y,21.0018244,-8.880473912,169.7350415,0,0,0,0,WD,Normal,136500
50,RMD,10440,Reg,Lvl,C,OldTown,Norm,1Fam,2Story,Gable,SS,Wd Sdng,Wd Sdng,0.0,TA,TA,PC,TA,TA,No,Unf,0,Gd,Y,SBrkr,0,0,0,1,TA,TF,0,Detchd,Unf,TA,TA,Y,13.90996814,175.5508018,-4.754443076,0,0,0,0,WD,Normal,110000
60,RLD,13000,Reg,Lvl,C,NAmes,Norm,1Fam,2Story,Gable,SS,VinylSd,VinylSd,576.0,TA,Gd,CB,Gd,TA,No,Rec,0,TA,Y,SBrkr,0,0,0,1,Gd,TF,1,Attchd,Fin,TA,TA,Y,121.9059204,33.20276522,65.13321663,0,252,0,0,WD,Normal,193500
120,RMD,4500,Reg,Lvl,FR2P,Mitchel,Norm,TwnhsE,1Story,Hip,SS,VinylSd,VinylSd,443.0,TA,Gd,PC,Ex,Gd,No,GLQ,0,Ex,Y,SBrkr,0,1,0,0,TA,TF,0,Attchd,Fin,TA,TA,Y,-258.3666053,65.6736124,2.633328219,0,0,0,0,WD,Normal,153500
20,RLD,10206,Reg,Lvl,I,Somerst,Norm,1Fam,1Story,Gable,SS,VinylSd,VinylSd,468.0,TA,TA,PC,Gd,TA,No,GLQ,0,Ex,Y,SBrkr,0,0,0,0,Gd,TF,1,Attchd,RFn,TA,TA,Y,157.8189232,-36.51951092,-38.70562022,0,0,0,0,WD,Normal,245000
20,RLD,8892,IR1,Lvl,I,NAmes,Norm,1Fam,1Story,Gable,SS,MetalSd,MetalSd,66.0,TA,TA,CB,TA,TA,No,Unf,0,Gd,Y,SBrkr,0,0,0,1,TA,TF,0,Detchd,Unf,TA,TA,Y,18.87563161,-70.2896977,6.360141566,0,0,0,0,COD,Normal,126500
80,RLD,8530,IR1,Lvl,I,Gilbert,Norm,1Fam,SLvl,Gable,SS,HdBoard,HdBoard,22.0,TA,TA,PC,Gd,TA,No,Unf,0,Gd,Y,SBrkr,0,0,0,1,TA,TF,1,BuiltIn,Fin,TA,TA,Y,-3.584515906,-87.65120109,101.9420363,0,0,0,700,WD,Normal,168500
60,RLD,16059,Reg,Lvl,C,NoRidge,Norm,1Fam,2Story,Hip,SS,HdBoard,HdBoard,284.0,Gd,TA,CB,Gd,TA,No,Unf,0,Ex,Y,SBrkr,0,0,0,1,Gd,TF,1,Attchd,Unf,TA,TA,Y,44.63547272,-0.328328394,-56.76411755,0,0,0,0,WD,Normal,260000
60,RLD,11911,IR2,Lvl,I,Gilbert,Norm,1Fam,2Story,Gable,SS,VinylSd,VinylSd,0.0,Gd,TA,PC,Gd,TA,Av,Unf,0,Ex,Y,SBrkr,0,0,0,1,Gd,TF,1,BuiltIn,Fin,TA,TA,Y,21.8616245,17.99692467,-70.42405009,0,0,0,0,WD,Normal,174000
160,FVR,3951,Reg,Lvl,C,Somerst,Norm,TwnhsE,2Story,Gable,SS,VinylSd,VinylSd,76.0,Gd,TA,PC,Gd,TA,Av,Unf,0,Ex,Y,SBrkr,0,0,0,1,Gd,TF,0,Detchd,RFn,TA,TA,Y,254.9310845,149.2568916,7.549376058,0,0,0,0,New,Partial,164500
50,Commer,8470,IR1,Lvl,C,IDOTRR,Feedr,1Fam,1.5Fin,Hip,SS,Plywood,Plywood,0.0,Fa,Fa,CB,TA,Fa,No,Unf,0,TA,N,SBrkr,513,0,0,0,Fa,TF,0,Attchd,Unf,TA,TA,N,-79.71921814,45.57266411,-7.990151559,0,0,0,0,ConLD,Abnorml,85000
20,RLD,8070,Reg,Lvl,I,CollgCr,Norm,1Fam,1Story,Gable,SS,VinylSd,VinylSd,0.0,TA,TA,PC,Gd,TA,No,GLQ,0,Ex,Y,SBrkr,0,1,0,0,TA,TF,0,Attchd,Unf,TA,TA,Y,253.1615584,181.0467053,46.30368098,0,0,0,0,WD,Normal,123600
20,RLD,7200,Reg,Lvl,I,NAmes,Norm,1Fam,1Story,Gable,SS,BrkFace,Wd Sdng,0.0,TA,TA,SL,TA,TA,No,Unf,0,TA,Y,FuseA,0,0,0,0,TA,TF,0,Detchd,Unf,TA,TA,Y,-41.18842134,43.31733146,1.178925397,0,0,0,0,WD,Normal,109900
20,RLD,8500,Reg,Lvl,I,NAmes,Norm,1Fam,1Story,Hip,SS,HdBoard,HdBoard,203.0,TA,TA,CB,TA,TA,No,Rec,0,TA,Y,SBrkr,0,0,0,0,TA,TF,0,Attchd,Unf,TA,TA,Y,-59.59358097,-16.58644281,37.49371831,0,0,0,0,WD,Abnorml,98600
30,RLD,13360,IR1,HLS,I,Crawfor,Norm,1Fam,1Story,Gable,SS,Wd Sdng,Wd Sdng,0.0,TA,Gd,BT,Gd,TA,No,ALQ,0,Ex,Y,SBrkr,0,1,0,0,TA,TF,0,Detchd,Unf,TA,TA,Y,70.0547625,119.5652458,132.8068746,0,0,0,0,WD,Normal,163500
190,Commer,7200,Reg,Lvl,C,OldTown,Norm,2fmCon,2.5Unf,Hip,SS,MetalSd,MetalSd,0.0,TA,TA,BT,TA,Fa,Mn,Rec,0,Ex,N,SBrkr,0,0,1,0,TA,TF,1,Detchd,Unf,TA,TA,Y,85.57633266,11.54109494,-65.58239867,0,99,0,0,WD,Normal,133900
60,RLD,9337,IR1,Lvl,I,CollgCr,Norm,1Fam,2Story,Gable,SS,VinylSd,VinylSd,0.0,TA,Gd,PC,Gd,TA,No,GLQ,0,Ex,Y,SBrkr,0,1,0,1,Gd,TF,0,Attchd,RFn,TA,TA,Y,-89.24754542,145.6175418,22.74478118,0,0,0,0,WD,Normal,204750
60,RLD,9765,IR2,Lvl,C,Gilbert,Norm,1Fam,2Story,Gable,SS,VinylSd,VinylSd,68.0,Ex,Gd,PC,Gd,Gd,No,ALQ,0,Gd,Y,SBrkr,0,0,0,1,TA,TF,1,BuiltIn,Fin,TA,TA,Y,168.7873682,23.26779606,53.1103568,0,0,0,480,WD,Normal,185000
20,RLD,10264,IR1,Lvl,I,CollgCr,Norm,1Fam,1Story,Gable,SS,VinylSd,VinylSd,183.0,Gd,TA,PC,Gd,TA,Av,ALQ,0,Ex,Y,SBrkr,0,0,0,0,Gd,TF,0,Attchd,RFn,TA,TA,Y,40.72398268,-4.245986012,71.38493655,0,0,0,0,WD,Normal,214000
20,RLD,10921,Reg,HLS,I,Edwards,Norm,1Fam,1Story,Hip,SS,HdBoard,HdBoard,48.0,TA,TA,CB,TA,TA,No,Rec,0,TA,Y,FuseF,0,1,0,0,TA,TF,0,Attchd,Fin,TA,TA,P,-37.09806513,-25.1282222,-2.669536505,0,0,0,0,WD,Normal,94750
30,RLD,10625,Reg,Lvl,C,Edwards,Norm,1Fam,1Story,Gable,SS,Wd Sdng,Wd Sdng,0.0,TA,TA,BT,TA,TA,No,ALQ,0,Fa,N,SBrkr,0,0,0,0,TA,TF,0,Basment,Unf,Fa,TA,Y,102.2756856,82.6986338,-57.60526512,0,0,0,400,COD,Abnorml,83000
20,RLD,9320,IR1,Lvl,I,NAmes,Norm,1Fam,1Story,Gable,SS,Plywood,Plywood,0.0,TA,TA,CB,TA,TA,No,ALQ,0,Fa,Y,SBrkr,0,1,0,1,TA,TF,0,Attchd,Unf,TA,TA,Y,149.3394874,41.94541751,-34.14354729,0,0,0,400,WD,Normal,128950
20,RLD,10603,IR1,Lvl,I,NWAmes,Norm,1Fam,1Story,Gable,SS,Plywood,Plywood,28.0,TA,TA,PC,TA,TA,Mn,ALQ,0,Gd,Y,SBrkr,0,1,0,0,Gd,TF,2,Attchd,RFn,TA,TA,Y,56.08105856,32.62372351,18.18213704,0,0,0,0,WD,Normal,205000
60,RLD,9206,Reg,Lvl,I,SawyerW,Norm,1Fam,2Story,Gable,SS,HdBoard,HdBoard,336.0,Gd,TA,CB,Gd,TA,No,Unf,0,TA,Y,SBrkr,0,0,0,1,Gd,TF,1,Attchd,Fin,TA,TA,Y,152.8367324,-1.071697739,99.49133612,0,0,0,0,WD,Normal,178000
90,RLD,7018,Reg,Bnk,I,SawyerW,Norm,Duplex,1Story,Gable,SS,HdBoard,HdBoard,0.0,TA,Fa,SL,TA,TA,No,Unf,0,TA,Y,SBrkr,0,0,0,0,TA,TF,0,Attchd,Unf,TA,TA,Y,278.1347908,42.79699528,40.28260432,0,0,0,0,WD,Alloca,118964
20,RLD,10402,IR1,Lvl,C,CollgCr,Norm,1Fam,1Story,Gable,SS,VinylSd,VinylSd,0.0,TA,TA,PC,Gd,TA,No,Unf,0,Ex,Y,SBrkr,0,0,0,0,Gd,TF,0,Attchd,RFn,TA,TA,Y,287.3107592,49.19088881,10.09574326,0,0,0,0,WD,Normal,198900
50,RMD,7758,Reg,Lvl,C,IDOTRR,Norm,1Fam,1.5Fin,Gable,SS,Stucco,Stucco,600.0,TA,Fa,PC,TA,TA,No,LwQ,0,Ex,Y,FuseF,0,0,0,1,TA,TF,2,Detchd,Unf,TA,TA,Y,248.2175853,29.61927743,97.83469206,0,184,0,0,WD,Normal,169500
60,FVR,9375,Reg,Lvl,I,Somerst,Norm,1Fam,2Story,Hip,SS,VinylSd,VinylSd,768.0,Gd,TA,PC,Ex,TA,No,Unf,0,Ex,Y,SBrkr,0,0,0,1,Gd,TF,1,Attchd,RFn,TA,TA,Y,142.7233324,139.2815873,64.90281433,0,0,0,0,WD,Normal,250000
30,RMD,10800,Reg,Lvl,I,OldTown,Norm,1Fam,1Story,Mansard,SS,VinylSd,VinylSd,0.0,TA,TA,BT,Fa,TA,No,Unf,0,Gd,Y,SBrkr,0,0,0,0,TA,TF,0,Detchd,Unf,Fa,Fa,N,210.8595918,127.5935022,38.55171363,0,0,0,450,WD,Normal,100000
20,RMD,6000,Reg,Lvl,I,OldTown,Norm,1Fam,1Story,Gable,SS,VinylSd,VinylSd,0.0,TA,TA,CB,TA,TA,No,ALQ,169,Ex,Y,SBrkr,0,0,0,0,TA,TF,0,Detchd,Unf,TA,TA,Y,113.1475854,10.36239249,-143.7239732,0,0,0,0,WD,Partial,115000
50,RMD,8500,Reg,Lvl,C,IDOTRR,Artery,1Fam,1.5Fin,Gable,SS,CemntBd,CmentBd,0.0,TA,TA,CB,TA,TA,No,Unf,0,TA,N,FuseF,0,0,0,0,Fa,TF,0,Attchd,Unf,TA,TA,N,300.3945523,-19.67561558,-105.6364309,0,0,0,0,WD,Normal,115000
20,RLD,11751,IR1,Lvl,I,NWAmes,Norm,1Fam,1Story,Hip,SS,Plywood,Plywood,480.0,TA,TA,CB,Gd,TA,No,BLQ,0,Ex,Y,SBrkr,0,0,0,0,TA,TF,1,Attchd,RFn,TA,TA,Y,64.46335399,89.23493943,-30.32150125,0,0,0,0,COD,Normal,190000
50,RLD,9525,Reg,Lvl,I,Edwards,Norm,1Fam,1.5Fin,Gable,SS,Wd Sdng,Wd Sdng,0.0,TA,TA,CB,TA,Fa,No,Rec,0,Gd,Y,SBrkr,0,0,0,0,TA,TF,0,Attchd,Unf,TA,TA,Y,304.6497555,81.15299579,50.7083351,0,0,0,0,WD,Normal,136900
80,RLD,7750,IR1,Lvl,I,Gilbert,Norm,1Fam,SLvl,Gable,SS,VinylSd,VinylSd,0.0,TA,TA,PC,Gd,TA,No,GLQ,0,Ex,Y,SBrkr,0,0,0,1,TA,TF,1,BuiltIn,Fin,TA,TA,Y,102.8498976,27.03376336,80.97371855,0,0,0,0,WD,Normal,180000
60,RLD,9965,Reg,Lvl,I,CollgCr,Norm,1Fam,2Story,Gable,SS,VinylSd,VinylSd,220.0,Gd,TA,PC,Ex,TA,Av,GLQ,0,Ex,Y,SBrkr,0,1,0,1,Ex,TF,1,BuiltIn,Fin,TA,TA,Y,-58.91366947,48.91222241,27.95311931,0,168,0,0,New,Partial,383970
20,RLD,21000,Reg,Bnk,C,Crawfor,Norm,1Fam,1Story,Hip,SS,Wd Sdng,Wd Sdng,184.0,TA,Gd,CB,Gd,TA,Mn,ALQ,869,TA,Y,SBrkr,0,1,0,0,Gd,TF,2,Basment,Unf,TA,TA,Y,170.5162042,76.57750732,39.25043978,0,0,0,0,COD,Abnorml,217000
70,RLD,7259,IR1,Lvl,I,Crawfor,Norm,1Fam,2Story,Gambrel,SS,Wd Sdng,Wd Sdng,0.0,TA,TA,CB,TA,TA,No,ALQ,150,Ex,Y,SBrkr,0,1,0,1,Gd,TF,1,Detchd,Unf,TA,TA,Y,127.9803981,66.38525508,90.28673149,0,0,0,0,WD,Normal,259500
160,FVR,3230,Reg,Lvl,C,Somerst,Norm,TwnhsE,2Story,Gable,SS,MetalSd,MetalSd,1129.0,TA,TA,PC,Gd,TA,No,GLQ,0,Gd,Y,SBrkr,0,0,0,1,TA,TF,1,Detchd,Unf,TA,TA,Y,193.4193443,34.94916354,96.98419913,0,0,0,0,WD,Normal,176000
20,RLD,11616,Reg,Lvl,I,Sawyer,Norm,1Fam,1Story,Gable,SS,Wd Sdng,Wd Sdng,116.0,TA,TA,CB,TA,TA,No,LwQ,670,TA,Y,SBrkr,0,0,1,0,TA,TF,1,Attchd,Unf,TA,TA,Y,19.08824862,55.34613529,79.01691387,0,0,0,0,WD,Normal,139000
20,RLD,8536,Reg,Lvl,C,Edwards,Norm,1Fam,1Story,Gable,SS,VinylSd,VinylSd,0.0,TA,TA,PC,Gd,TA,No,Unf,0,Gd,Y,SBrkr,0,0,0,1,TA,TF,0,Attchd,Unf,TA,TA,Y,135.5984979,59.47706429,67.45199675,0,0,0,0,New,Partial,155000
60,RLD,12376,Reg,Lvl,C,SawyerW,Norm,1Fam,2Story,Hip,SS,Plywood,Plywood,0.0,TA,TA,PC,Gd,TA,Mn,GLQ,0,Gd,Y,SBrkr,0,1,0,0,Gd,TF,2,Attchd,Unf,TA,TA,Y,-50.75544096,-37.98475186,-20.84596839,0,0,0,0,WD,Normal,320000
60,RLD,8461,Reg,Lvl,I,CollgCr,Norm,1Fam,2Story,Gable,SS,VinylSd,VinylSd,0.0,Gd,TA,PC,Gd,TA,No,Unf,0,Ex,Y,SBrkr,0,0,0,1,Gd,TF,1,Attchd,Fin,TA,TA,Y,100.3158285,-20.0505151,-75.90357658,0,0,0,0,New,Partial,163990
80,RLD,21453,IR1,Low,CulDSac,ClearCr,Norm,1Fam,SLvl,Flat,ME,Plywood,Plywood,0.0,TA,TA,CB,TA,TA,Gd,ALQ,0,Ex,Y,SBrkr,0,1,0,0,TA,TF,2,Attchd,Unf,TA,TA,Y,-41.59098193,52.08921132,5.637482729,130,0,0,0,WD,Normal,180000
50,RMD,6060,Reg,Lvl,I,IDOTRR,Norm,1Fam,1.5Fin,Gable,SS,AsbShng,AsbShng,0.0,TA,TA,PC,TA,TA,No,Unf,0,Gd,Y,SBrkr,0,0,0,0,TA,TF,0,Detchd,Unf,TA,TA,P,-302.516923,18.65379478,11.09872879,0,0,0,0,WD,Normal,100000
20,RLD,9464,Reg,Lvl,C,NAmes,Norm,1Fam,1Story,Hip,SS,MetalSd,MetalSd,135.0,TA,Gd,CB,TA,TA,No,BLQ,0,Gd,Y,SBrkr,0,0,0,0,TA,TF,0,Attchd,Unf,TA,TA,Y,103.2802272,105.7589286,12.6773043,0,130,0,0,WD,Normal,136000
120,RLD,7892,Reg,Lvl,I,SawyerW,Norm,TwnhsE,1Story,Gable,SS,Plywood,Plywood,0.0,Gd,TA,PC,Gd,TA,No,GLQ,0,Ex,Y,SBrkr,0,0,0,0,Gd,TF,0,Attchd,RFn,TA,TA,Y,124.8344478,35.91012948,-127.6716564,0,0,0,0,WD,Normal,153900
20,RLD,17043,IR1,Lvl,CulDSac,NWAmes,Norm,1Fam,1Story,Gable,SS,HdBoard,HdBoard,0.0,TA,Gd,CB,Gd,Fa,No,Unf,0,TA,Y,SBrkr,0,0,0,0,TA,TF,1,Attchd,Unf,TA,TA,Y,-58.65559449,34.79130217,120.4884694,0,0,0,0,WD,Normal,181000
190,RMD,6780,Reg,Lvl,I,IDOTRR,Norm,2fmCon,1.5Fin,Gable,SS,Wd Sdng,Wd Sdng,0.0,TA,Fa,CB,TA,TA,Av,GLQ,0,Gd,N,SBrkr,234,1,0,0,TA,TF,0,Attchd,Unf,TA,TA,N,-69.21962564,32.57638299,19.56164378,0,0,0,0,WD,Normal,84500
120,RLD,4928,IR1,Lvl,I,NPkVill,Norm,TwnhsE,1Story,Gable,SS,Plywood,Plywood,0.0,TA,TA,CB,Gd,TA,No,ALQ,0,TA,Y,SBrkr,0,0,0,0,TA,TF,1,Attchd,RFn,TA,TA,Y,13.37624903,25.70105918,-2.89615247,0,0,0,0,WD,Normal,128000
45,RMD,4388,IR1,Bnk,I,OldTown,Feedr,1Fam,1.5Unf,Gable,SS,WdShing,Wd Sdng,0.0,TA,Gd,BT,TA,TA,No,LwQ,0,Ex,Y,SBrkr,0,0,0,0,TA,TF,1,Attchd,Unf,TA,TA,N,343.5710576,-21.80943265,33.98006696,0,0,0,0,WD,Normal,87000
60,RLD,7590,Reg,Lvl,I,NAmes,PosN,1Fam,2Story,Gable,SS,VinylSd,VinylSd,266.0,TA,TA,CB,TA,TA,No,BLQ,0,TA,Y,SBrkr,0,0,0,1,TA,TF,1,Attchd,RFn,TA,TA,Y,-126.4690917,132.5180578,34.48113584,0,0,0,0,WD,Normal,155000
20,RLD,8973,Reg,Lvl,I,NAmes,Norm,1Fam,1Story,Gable,SS,Plywood,Plywood,85.0,TA,TA,CB,TA,TA,No,Rec,28,TA,Y,FuseA,0,0,1,1,Ex,TF,0,2TFes,RFn,TA,TA,Y,52.53233901,159.5091311,36.46396108,180,0,0,0,WD,Abnorml,150000
60,RLD,14200,Reg,Lvl,C,NAmes,Norm,1Fam,2Story,Gable,SS,MetalSd,MetalSd,309.0,TA,TA,CB,TA,TA,No,Rec,0,Ex,Y,SBrkr,0,0,0,1,Gd,TF,2,Attchd,Fin,TA,TA,Y,-20.85242091,-69.94311213,30.58579275,0,0,0,0,WD,Normal,226000
60,RLD,12224,IR1,Lvl,C,Gilbert,Norm,1Fam,2Story,Gable,SS,VinylSd,VinylSd,40.0,Gd,TA,PC,Gd,TA,No,GLQ,0,Ex,Y,SBrkr,0,1,0,1,Gd,TF,1,BuiltIn,RFn,TA,TA,Y,9.842479829,112.2701936,-20.12277053,0,0,0,0,WD,Normal,244000
20,RLD,7388,Reg,Lvl,C,NAmes,Norm,1Fam,1Story,Gable,SS,MetalSd,MetalSd,0.0,TA,TA,CB,TA,TA,No,Rec,0,Gd,Y,SBrkr,0,1,0,0,Gd,TF,0,Detchd,Unf,TA,TA,Y,264.4560981,-50.4337176,64.01558463,0,0,0,0,WD,Normal,150750
20,RLD,6853,IR1,Lvl,I,Timber,Norm,1Fam,1Story,Gable,SS,VinylSd,VinylSd,136.0,Gd,TA,PC,Ex,TA,No,GLQ,0,Ex,Y,SBrkr,0,1,0,0,Gd,TF,0,Attchd,Fin,TA,TA,Y,51.61821563,125.9586192,-14.52307884,0,0,0,0,WD,Normal,220000
20,RLD,10335,IR1,Lvl,I,Sawyer,Norm,1Fam,1Story,Gable,SS,Plywood,Plywood,0.0,TA,TA,CB,TA,TA,No,Rec,0,Gd,Y,SBrkr,0,0,0,1,TA,MD1,1,Attchd,RFn,TA,TA,Y,66.80978726,128.2975364,91.9501975,0,0,0,0,WD,Normal,180000
20,RLD,10400,Reg,Lvl,I,NWAmes,Norm,1Fam,1Story,Hip,SS,Plywood,Plywood,288.0,TA,TA,PC,TA,TA,No,Unf,0,Gd,Y,SBrkr,0,0,0,0,TA,TF,1,Attchd,Unf,TA,TA,Y,65.55521456,27.89124796,-29.43533587,0,0,0,0,WD,Normal,174000
20,RLD,10355,IR1,Lvl,C,NAmes,Norm,1Fam,1Story,Gable,SS,MetalSd,MetalSd,196.0,TA,TA,CB,TA,TA,No,BLQ,0,TA,Y,SBrkr,0,0,0,0,TA,TF,1,Attchd,RFn,TA,TA,Y,-291.5278827,190.4068024,45.53249879,0,0,0,0,WD,Normal,143000
90,RLD,11070,Reg,Lvl,I,Mitchel,Norm,Duplex,1Story,Gable,SS,VinylSd,VinylSd,70.0,TA,TA,CB,TA,TA,No,Unf,0,Gd,Y,SBrkr,0,0,0,0,TA,TF,0,2TFes,Unf,TA,TA,Y,-21.08443758,4.598915184,-6.023214298,0,0,0,0,WD,Family,171000
60,RLD,9066,IR1,Lvl,I,CollgCr,Norm,1Fam,2Story,Gable,SS,VinylSd,VinylSd,320.0,Gd,TA,PC,Gd,TA,Mn,GLQ,0,Ex,Y,SBrkr,0,0,0,1,Gd,TF,2,Attchd,Fin,TA,TA,Y,42.08054253,157.3924941,-58.83621693,0,0,0,0,WD,Normal,230000
60,RLD,15426,IR1,Lvl,I,CollgCr,Norm,1Fam,2Story,Gable,SS,VinylSd,VinylSd,0.0,TA,TA,PC,Gd,TA,No,GLQ,0,Ex,Y,SBrkr,0,1,0,1,Gd,TF,0,Attchd,RFn,TA,TA,Y,61.24900986,-45.31657113,88.64298798,0,0,0,0,WD,Normal,231500
20,RLD,10500,Reg,Lvl,FR2P,NAmes,Norm,1Fam,1Story,Gable,SS,HdBoard,HdBoard,0.0,TA,TA,CB,TA,TA,No,ALQ,0,TA,Y,SBrkr,0,0,0,0,TA,TF,1,Attchd,Unf,TA,TA,Y,289.6731953,52.90007434,-60.24315718,0,0,0,0,ConLI,Normal,115000
20,RLD,11645,Reg,Lvl,I,CollgCr,Norm,1Fam,1Story,Gable,SS,VinylSd,VinylSd,0.0,Gd,TA,PC,Gd,TA,Av,GLQ,0,Ex,Y,SBrkr,0,1,0,0,Gd,TF,0,Attchd,Fin,TA,TA,Y,-48.69809057,94.56944117,-38.57725844,0,0,0,0,WD,Normal,260000
50,RLD,8520,Reg,Lvl,C,NAmes,Artery,1Fam,1.5Fin,Gable,SS,BrkFace,Wd Sdng,0.0,TA,Fa,CB,TA,TA,No,Rec,0,Fa,Y,SBrkr,0,0,0,0,TA,TF,0,Detchd,Unf,TA,TA,Y,-104.7976129,15.47515178,29.84067664,0,0,0,0,WD,Normal,166000
20,RLD,10335,IR1,Lvl,I,CollgCr,Norm,1Fam,1Story,Gable,SS,VinylSd,VinylSd,183.0,Gd,TA,PC,Gd,TA,Gd,GLQ,0,Ex,Y,SBrkr,0,1,0,0,Gd,TF,0,Attchd,RFn,TA,TA,Y,26.77583783,180.2357793,12.10306306,0,0,0,0,WD,Normal,204000
90,RMD,9100,Reg,Lvl,I,Sawyer,RRAe,Duplex,1Story,Gable,SS,HdBoard,HdBoard,336.0,TA,TA,CB,TA,TA,No,Rec,0,TA,Y,SBrkr,0,1,0,0,TA,TF,0,Detchd,Unf,TA,TA,Y,91.36581493,68.66220066,73.83603405,0,0,0,0,ConLI,Abnorml,125000
160,RMD,2522,Reg,Lvl,I,Edwards,Norm,Twnhs,2Story,Gable,SS,VinylSd,VinylSd,50.0,Gd,TA,PC,Gd,TA,No,Unf,0,Ex,Y,SBrkr,0,0,0,0,Gd,MajD1,0,Detchd,Unf,TA,TA,Y,-174.468741,96.62588229,-37.08035376,0,0,0,0,WD,Normal,130000
30,RMD,6120,Reg,Lvl,C,BrkSide,Norm,1Fam,1Story,Gable,SS,Wd Sdng,Wd Sdng,0.0,TA,TA,BT,TA,TA,No,BLQ,0,TA,Y,FuseA,0,1,0,0,TA,TF,0,Detchd,Unf,Fa,TA,Y,-76.91316065,120.9088066,108.1332713,0,0,0,0,WD,Normal,105000
60,RLD,9505,IR1,Lvl,CulDSac,Gilbert,Norm,1Fam,2Story,Gable,SS,VinylSd,VinylSd,180.0,Gd,TA,PC,Gd,TA,No,Unf,0,Ex,Y,SBrkr,0,0,0,1,Gd,TF,1,BuiltIn,Fin,TA,TA,Y,70.98216141,55.93743622,21.59073053,0,0,0,0,WD,Normal,222500
20,RLD,7500,Reg,Lvl,I,SawyerW,Norm,1Fam,1Story,Gable,SS,VinylSd,VinylSd,120.0,TA,TA,PC,Gd,TA,No,GLQ,0,Ex,Y,SBrkr,0,1,0,0,Gd,TF,0,Attchd,Unf,TA,TA,Y,88.43405495,66.94036007,-34.54833247,0,0,0,0,WD,Normal,141000
50,RMD,6240,Reg,Lvl,I,BrkSide,Norm,1Fam,1.5Fin,Gable,SS,MetalSd,MetalSd,0.0,TA,TA,BT,Gd,TA,No,Unf,0,Gd,Y,FuseA,0,0,0,0,TA,TF,0,Detchd,Unf,Fa,TA,Y,63.67325311,-76.46467668,-27.26684265,0,0,0,0,WD,Normal,115000
20,RLD,10356,Reg,Lvl,C,CollgCr,Norm,1Fam,1Story,Gable,SS,HdBoard,HdBoard,0.0,TA,TA,CB,TA,TA,Av,BLQ,0,TA,Y,SBrkr,0,0,0,1,TA,TF,0,Attchd,Unf,TA,TA,Y,65.2619198,-23.88994088,105.8185713,0,0,0,0,WD,Normal,122000
20,RLD,13891,Reg,Lvl,I,NridgHt,Norm,1Fam,1Story,Hip,SS,VinylSd,VinylSd,436.0,Gd,TA,PC,Ex,TA,Gd,GLQ,0,Ex,Y,SBrkr,0,1,0,0,Gd,TF,1,Attchd,RFn,TA,TA,Y,8.656047319,124.4412369,18.64664597,0,0,0,0,New,Partial,372402
60,RLD,14803,IR1,Lvl,CulDSac,NWAmes,Norm,1Fam,2Story,Gable,SS,HdBoard,HdBoard,252.0,TA,TA,CB,TA,TA,No,Rec,0,Gd,Y,SBrkr,0,0,0,1,TA,TF,1,Attchd,RFn,TA,TA,Y,309.1027864,-5.458133082,32.98263301,0,0,0,0,WD,Normal,190000
20,RLD,13500,Reg,Lvl,I,ClearCr,Norm,1Fam,1Story,Flat,SS,BrkFace,Plywood,0.0,TA,TA,CB,Gd,TA,Gd,BLQ,1080,Gd,Y,SBrkr,0,1,0,0,TA,TF,1,Attchd,RFn,TA,TA,Y,186.6620427,158.2236605,51.89917662,0,0,0,0,WD,Normal,235000
30,RMD,11340,Reg,Lvl,C,OldTown,Norm,1Fam,1Story,Gable,SS,Wd Sdng,Wd Sdng,0.0,TA,TA,BT,TA,TA,No,Unf,0,TA,Y,FuseA,0,0,0,0,TA,TF,0,Detchd,Unf,Fa,Fa,Y,12.41985261,34.80160407,127.7131684,0,0,0,0,WD,Family,125000
